unix_ms,rel_timestamp,frame,obj_name,guid,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z
1743103251902,3.655714,264,HighMale2,29686,24.07,0.02500001,-3.4,0.08351059,0,0.9965069
1743103251902,3.655714,264,CenterEyeAnchor,27386,0.01437273,1.567578,-0.006165718,0.02921532,-0.04148148,0.9987121
1743103251902,3.655714,264,LowFemale2,33854,17.21,0.02500001,11.37,0,0,1
1743103251902,3.655714,264,HighFemale2,33816,-16.42,0.02500001,-2.43,0,0,1
1743103251902,3.655714,264,LowMale2,28708,-26.46,0.02500001,13.55,0,0,1
1743103252108,3.655714,265,HighMale2,29686,24.07149,0.02500001,-3.399646,0.1647947,0,0.9863279
1743103252108,3.655714,265,CenterEyeAnchor,27386,0.01061552,1.567238,0.002322571,0.02369687,-0.04644085,0.9986399
1743103252108,3.655714,265,LowFemale2,33854,17.21,0.02500001,11.37,0,0,1
1743103252108,3.655714,265,HighFemale2,33816,-16.42,0.02500001,-2.43,0,0,1
1743103252108,3.655714,265,LowMale2,28708,-26.46,0.02500001,13.55,-0.09257005,0,0.9957062
1743103252108,3.655714,265,MicroBus4-Detailed,27218,70,0,6.25,-1,0,-1.192093E-07
1743103252159,3.675714,266,HighMale2,29686,24.07693,0.02500001,-3.396196,0.277834,0,0.9606291
1743103252159,3.675714,266,CenterEyeAnchor,27386,0.01011473,1.567273,0.002254524,0.02035313,-0.04554532,0.9987549
1743103252159,3.675714,266,LowFemale2,33854,17.21,0.02500001,11.37,0.1338508,0,0.9910015
1743103252159,3.675714,266,HighFemale2,33816,-16.42,0.02500001,-2.43,-0.1198606,0,0.9927907
1743103252159,3.675714,266,LowMale2,28708,-26.45638,0.02500001,13.54996,-0.2236637,0,0.9746664
1743103252159,3.675714,266,MicroBus4-Detailed,27218,70,0,6.25,-1,0,-1.192093E-07
1743103252211,3.72614,267,HighMale2,29686,24.10972,0.02500001,-3.3848,0.5195028,0,0.8544688
1743103252211,3.72614,267,CenterEyeAnchor,27386,0.009833409,1.567412,0.002210034,0.01784052,-0.04475998,0.9988385
1743103252211,3.72614,267,LowFemale2,33854,17.19881,0.02500001,11.37821,0.4501643,0,0.8929457
1743103252211,3.72614,267,HighFemale2,33816,-16.40234,0.02500001,-2.412515,-0.4000252,0,0.9165041
1743103252211,3.72614,267,LowMale2,28708,-26.45285,0.02500001,13.54995,-0.5171858,0,0.8558731
1743103252211,3.72614,267,MicroBus4-Detailed,27218,69.98222,0,6.25,-1,0,-1.192093E-07
1743103252262,3.777813,268,HighMale2,29686,24.16905,0.02500001,-3.398272,0.6873181,0,0.7263566
1743103252262,3.777813,268,CenterEyeAnchor,27386,0.009574844,1.567298,0.002163436,0.01622337,-0.04532375,0.9988406
1743103252262,3.777813,268,LowFemale2,33854,17.22897,0.02500001,11.37859,0.679914,0,0.7332919
1743103252262,3.777813,268,HighFemale2,33816,-16.41545,0.02500001,-2.392647,-0.6048477,0,0.7963412
1743103252262,3.777813,268,LowMale2,28708,-26.48925,0.02500001,13.54534,-0.7231784,0,0.6906613
1743103252262,3.777813,268,MicroBus4-Detailed,27218,69.936,0,6.25,-1,0,-1.192093E-07
1743103252304,3.841753,269,HighMale2,29686,24.23811,0.02500001,-3.398123,0.8143743,0,0.58034
1743103252304,3.841753,269,CenterEyeAnchor,27386,0.009502649,1.567248,0.002242428,0.01650633,-0.04574085,0.998817
1743103252304,3.841753,269,LowFemale2,33854,17.30617,0.02500001,11.34827,0.8499246,0,0.5269045
1743103252304,3.841753,269,HighFemale2,33816,-16.48878,0.02500001,-2.396822,-0.7645977,0,0.6445078
1743103252304,3.841753,269,LowMale2,28708,-26.54739,0.02500001,13.53659,-0.8717948,0,0.4898713
1743103252305,3.841753,269,MicroBus4-Detailed,27218,69.83823,0,6.25,-1,0,-1.192093E-07
1743103252357,3.871176,270,HighMale2,29686,24.26767,0.02500001,-3.393522,0.8490161,0,0.528367
1743103252357,3.871176,270,CenterEyeAnchor,27386,0.009557206,1.567306,0.002347834,0.01835275,-0.04573671,0.9987849
1743103252357,3.871176,270,LowFemale2,33854,17.3376,0.02500001,11.33959,0.8933532,0,0.4493552
1743103252357,3.871176,270,HighFemale2,33816,-16.51436,0.02500001,-2.388889,-0.8088998,0,0.5879466
1743103252357,3.871176,270,LowMale2,28708,-26.57238,0.02500001,13.53878,-0.9091678,0,0.4164301
1743103252357,3.871176,270,MicroBus4-Detailed,27218,69.78668,0,6.25,-1,0,-1.192093E-07
1743103252395,3.923151,271,HighMale2,29686,24.32747,0.02500001,-3.378115,0.8933232,0,0.4494148
1743103252395,3.923151,271,CenterEyeAnchor,27386,0.009543717,1.567378,0.002549457,0.02112028,-0.04591969,0.9987218
1743103252395,3.923151,271,LowFemale2,33854,17.39312,0.02500001,11.33405,0.9440396,0,0.3298324
1743103252395,3.923151,271,HighFemale2,33816,-16.55956,0.02500001,-2.373207,-0.8658341,0,0.5003314
1743103252395,3.923151,271,LowMale2,28708,-26.61626,0.02500001,13.54464,-0.95255,0,0.3043823
1743103252395,3.923151,271,MicroBus4-Detailed,27218,69.66229,0,6.25,-1,0,-1.192093E-07
1743103252423,3.961939,272,HighMale2,29686,24.38908,0.02500001,-3.363037,0.9144499,0,0.4046989
