unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name,local_direction_x,local_direction_y,local_direction_z,angular_diff
1742842016002,0,276,,Center,0,0,0,,0,0,0,0
1742842016277,0.01999998,278,Eye Hit,Center,726.7153,684.6788,49.40723,Truck1-Detailed,0.4640548,-7.416332,49.40723,8.553179
1742842016329,0.08615732,279,,Center,702.4226,792.8229,49.96637,,-1.228415,0.05750998,49.96637,1.409727
1742842016390,0.1223631,280,,Center,700.0244,682.5374,49.38735,,-1.379838,-7.561265,49.38735,8.845956
1742842016445,0.2046762,281,,Center,702.9523,670.1884,49.25893,,-1.174531,-8.392406,49.25893,9.761264
1742842016512,0.2369294,282,,Center,703.5585,663.2957,49.18002,,-1.13095,-8.853083,49.18002,10.28589
1742842016555,0.3041229,283,,Center,698.0688,664.8177,49.18808,,-1.508812,-8.749828,49.18808,10.2323
1742842016582,0.3477945,284,,Center,696.5386,666.2598,49.20155,,-1.61453,-8.652983,49.20155,10.14309
1742842016610,0.376349,285,,Center,696.1335,671.4911,49.26064,,-1.644379,-8.302945,49.26064,9.749635
1742842016643,0.4145489,286,,Center,723.1559,671.1084,49.28241,,0.2175351,-8.332994,49.28241,9.600379
1742842016671,0.4360843,287,,Center,722.496,671.4962,49.28707,,0.1720612,-8.307045,49.28707,9.568977
1742842016700,0.4646125,288,,Center,734.5543,647.0427,48.97612,,0.9969856,-9.929727,48.97612,11.51724
1742842016734,0.4944501,289,Eye Hit,Center,740.052,645.8846,48.95187,NorthSidewalk,1.372905,-10.00411,48.95187,11.65559
1742842016775,0.5269842,290,Eye Hit,Center,741.4538,646.8718,48.96246,NorthSidewalk,1.469199,-9.93866,48.96246,11.59564
1742842016816,0.5681882,291,,Center,740.9739,650.3467,49.00925,,1.437702,-9.709965,49.00925,11.32563
1742842016849,0.6101427,292,,Center,736.7691,651.7597,49.035,,1.150081,-9.618158,49.035,11.17468
1742842016890,0.641674,293,,Center,668.6347,724.8095,49.6367,,-3.566034,-4.664699,49.6367,6.746309
1742842016922,0.6842475,294,,Center,668.8401,724.1274,49.63359,,-3.551553,-4.711761,49.63359,6.779399
1742842016962,0.7135291,295,,Center,675.2424,694.8522,49.43361,,-3.094583,-6.716892,49.43361,8.508609
1742842016993,0.7562194,296,Eye Hit,Center,686.36,502.7875,46.29269,RoadCrosswalk,-2.178118,-18.72589,46.29269,22.15802
