unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name
1743003361164,0,,Activation,,,,,
1743003361164,0,267,,Left,0,0,0,
1743003361164,0,267,,Right,0,0,0,
1743003361164,0,267,,Center,0,0,0,
1743003361486,0.01999998,269,Eye Hit,Left,678.64,718.0283,49.63079,Truck1-Detailed
1743003361486,0.01999998,269,Eye Hit,Right,677.6544,718.0283,49.63079,Truck1-Detailed
1743003361486,0.01999998,269,Eye Hit,Center,678.1472,718.0283,49.63079,Truck1-Detailed
1743003361538,0.06884599,270,Eye Hit,Left,672.5042,718.3657,49.60748,Truck1-Detailed
1743003361538,0.06884599,270,Eye Hit,Right,671.5181,718.3657,49.60748,Truck1-Detailed
1743003361538,0.06884599,270,Eye Hit,Center,672.0111,718.3657,49.60748,Truck1-Detailed
1743003361589,0.1204891,271,,Left,701.249,691.2118,49.47425,
1743003361589,0.1204891,271,,Right,700.2603,691.2118,49.47426,
1743003361589,0.1204891,271,,Center,700.7546,691.2118,49.47426,
1743003361630,0.1872535,272,,Left,702.4102,696.3762,49.52515,
1743003361630,0.1872535,272,,Right,701.4224,696.3762,49.52515,
1743003361630,0.1872535,272,,Center,701.9163,696.3762,49.52515,
1743003361690,0.219327,273,,Left,705.0922,693.3144,49.50149,
1743003361690,0.219327,273,,Right,704.1039,693.3144,49.50149,
1743003361690,0.219327,273,,Center,704.5981,693.3144,49.50149,
1743003361725,0.2719681,274,Eye Hit,Left,716.2426,672.2671,49.29485,NorthSidewalk
1743003361725,0.2719681,274,Eye Hit,Right,715.2503,672.2671,49.29485,NorthSidewalk
1743003361725,0.2719681,274,Eye Hit,Center,715.7465,672.2671,49.29485,NorthSidewalk
1743003361756,0.3080873,275,Eye Hit,Left,719.0607,716.0101,49.70191,Truck1-Detailed
1743003361756,0.3080873,275,Eye Hit,Right,718.0765,716.0101,49.70191,Truck1-Detailed
1743003361756,0.3080873,275,Eye Hit,Center,718.5686,716.0101,49.70191,Truck1-Detailed
1743003361786,0.345643,276,Eye Hit,Left,717.9391,719.4949,49.72657,Truck1-Detailed
1743003361786,0.345643,276,Eye Hit,Right,716.9554,719.4949,49.72657,Truck1-Detailed
1743003361786,0.345643,276,Eye Hit,Center,717.4473,719.4949,49.72657,Truck1-Detailed
1743003361818,0.3729749,277,Eye Hit,Left,717.6855,726.3697,49.77229,Truck1-Detailed
1743003361818,0.3729749,277,Eye Hit,Right,716.7027,726.3697,49.77229,Truck1-Detailed
1743003361818,0.3729749,277,Eye Hit,Center,717.1941,726.3697,49.77229,Truck1-Detailed
1743003361848,0.401042,278,Eye Hit,Left,715.9057,727.946,49.78156,Truck1-Detailed
1743003361848,0.401042,278,Eye Hit,Right,714.9231,727.946,49.78156,Truck1-Detailed
1743003361848,0.401042,278,Eye Hit,Center,715.4144,727.946,49.78156,Truck1-Detailed
1743003361878,0.4318414,279,Eye Hit,Left,714.0368,728.4529,49.78372,Truck1-Detailed
1743003361878,0.4318414,279,Eye Hit,Right,713.0542,728.4529,49.78371,Truck1-Detailed
1743003361878,0.4318414,279,Eye Hit,Center,713.5455,728.4529,49.78371,Truck1-Detailed
1743003361908,0.4607301,280,Eye Hit,Left,712.4499,725.0297,49.76106,Truck1-Detailed
1743003361908,0.4607301,280,Eye Hit,Right,711.4669,725.0297,49.76106,Truck1-Detailed
1743003361908,0.4607301,280,Eye Hit,Center,711.9584,725.0297,49.76106,Truck1-Detailed
1743003361938,0.4900851,281,Eye Hit,Left,709.4523,724.6758,49.75599,Truck1-Detailed
1743003361938,0.4900851,281,Eye Hit,Right,708.4691,724.6758,49.75599,Truck1-Detailed
1743003361938,0.4900851,281,Eye Hit,Center,708.9607,724.6758,49.75599,Truck1-Detailed
1743003361968,0.5210953,282,Eye Hit,Left,709.578,723.6604,49.7495,Truck1-Detailed
1743003361968,0.5210953,282,Eye Hit,Right,708.5947,723.6604,49.7495,Truck1-Detailed
1743003361968,0.5210953,282,Eye Hit,Center,709.0864,723.6605,49.7495,Truck1-Detailed
1743003361998,0.5513725,283,Eye Hit,Left,709.4485,720.4405,49.72757,Truck1-Detailed
1743003361998,0.5513725,283,Eye Hit,Right,708.4648,720.4405,49.72757,Truck1-Detailed
1743003361998,0.5513725,283,Eye Hit,Center,708.9567,720.4405,49.72757,Truck1-Detailed
1743003362031,0.582458,284,Eye Hit,Left,710.0873,719.9352,49.72453,Truck1-Detailed
1743003362031,0.582458,284,Eye Hit,Right,709.1036,719.9352,49.72454,Truck1-Detailed
1743003362031,0.582458,284,Eye Hit,Center,709.5955,719.9352,49.72453,Truck1-Detailed
1743003362061,0.6144037,285,Eye Hit,Left,710.4537,718.3407,49.71357,Truck1-Detailed
1743003362061,0.6144037,285,Eye Hit,Right,709.4697,718.3408,49.71357,Truck1-Detailed
1743003362061,0.6144037,285,Eye Hit,Center,709.9616,718.3408,49.71357,Truck1-Detailed
1743003362091,0.6435919,286,Eye Hit,Left,710.8223,711.7207,49.66496,Truck1-Detailed
1743003362091,0.6435919,286,Eye Hit,Right,709.8374,711.7207,49.66496,Truck1-Detailed
1743003362091,0.6435919,286,Eye Hit,Center,710.3299,711.7207,49.66496,Truck1-Detailed
1743003362123,0.6741376,287,Eye Hit,Left,705.3802,710.9063,49.65217,Truck1-Detailed
1743003362123,0.6741376,287,Eye Hit,Right,704.395,710.9063,49.65218,Truck1-Detailed
1743003362123,0.6741376,287,Eye Hit,Center,704.8876,710.9063,49.65218,Truck1-Detailed
1743003362155,0.7053795,288,Eye Hit,Left,704.9904,713.5156,49.67145,Truck1-Detailed
1743003362155,0.7053795,288,Eye Hit,Right,704.0056,713.5156,49.67146,Truck1-Detailed
1743003362155,0.7053795,288,Eye Hit,Center,704.4979,713.5156,49.67145,Truck1-Detailed
1743003362193,0.7380738,289,Eye Hit,Left,704.3561,709.7188,49.64136,Truck1-Detailed
1743003362193,0.7380738,289,Eye Hit,Right,703.3707,709.7188,49.64136,Truck1-Detailed
1743003362193,0.7380738,289,Eye Hit,Center,703.8635,709.7188,49.64136,Truck1-Detailed
1743003362237,0.7757607,290,,Left,670.3011,687.4063,49.33658,
1743003362237,0.7757607,290,,Right,669.3096,687.4063,49.33658,
1743003362237,0.7757607,290,,Center,669.8054,687.4063,49.33658,
1743003362268,0.8193903,291,,Left,669.7646,679.5527,49.25427,
1743003362268,0.8193903,291,,Right,668.7715,679.5527,49.25427,
1743003362268,0.8193903,291,,Center,669.2681,679.5527,49.25427,
1743003362309,0.8504906,292,,Left,665.4677,678.9322,49.22678,
1743003362309,0.8504906,292,,Right,664.4739,678.9322,49.22678,
1743003362309,0.8504906,292,,Center,664.9708,678.9322,49.22678,
1743003362339,0.8917255,293,,Left,669.1117,677.7863,49.23281,
1743003362340,0.8917255,293,,Right,668.1181,677.7863,49.23281,
1743003362340,0.8917255,293,,Center,668.6149,677.7863,49.23281,
1743003362380,0.9215069,294,,Left,668.2229,677.4955,49.22564,
1743003362380,0.9215069,294,,Right,667.2291,677.4955,49.22564,
1743003362380,0.9215069,294,,Center,667.726,677.4955,49.22564,
1743003362424,0.9629488,295,,Left,668.6713,678.1847,49.23503,
1743003362424,0.9629488,295,,Right,667.6778,678.1847,49.23503,
1743003362424,0.9629488,295,,Center,668.1745,678.1847,49.23503,
1743003362467,1.00727,296,,Left,670.7047,679.0446,49.25365,
1743003362467,1.00727,296,,Right,669.7115,679.0446,49.25365,
1743003362467,1.00727,296,,Center,670.2081,679.0446,49.25365,
1743003362510,1.050405,297,Eye Hit,Left,703.6912,650.884,49.02302,NorthSidewalk
1743003362510,1.050405,297,Eye Hit,Right,702.6933,650.884,49.02302,NorthSidewalk
1743003362510,1.050405,297,Eye Hit,Center,703.1922,650.884,49.02302,NorthSidewalk
1743003362551,1.092164,298,Eye Hit,Left,720.978,646.0955,48.97242,NorthSidewalk
1743003362551,1.092164,298,Eye Hit,Right,719.9791,646.0955,48.97242,NorthSidewalk
1743003362551,1.092164,298,Eye Hit,Center,720.4785,646.0955,48.97242,NorthSidewalk
1743003362593,1.134061,299,Eye Hit,Left,724.0057,643.7823,48.94046,NorthSidewalk
1743003362593,1.134061,299,Eye Hit,Right,723.0062,643.7823,48.94047,NorthSidewalk
1743003362593,1.134061,299,Eye Hit,Center,723.506,643.7823,48.94046,NorthSidewalk
1743003362635,1.176345,300,Eye Hit,Left,724.3324,642.7326,48.92596,NorthSidewalk
1743003362635,1.176345,300,Eye Hit,Right,723.3325,642.7326,48.92596,NorthSidewalk
1743003362635,1.176345,300,Eye Hit,Center,723.8324,642.7326,48.92596,NorthSidewalk
1743003362676,1.218817,301,Eye Hit,Left,723.6961,640.4301,48.89436,NorthSidewalk
