unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name
1742844904966,0,,Activation,,,,,
1742844904966,0,263,,Left,0,0,0,
1742844904966,0,263,,Right,0,0,0,
1742844904966,0,263,,Center,0,0,0,
1742844905239,0.01999998,265,Eye Hit,Left,623.0599,656.0743,48.66792,RoadCrosswalk
1742844905239,0.01999998,265,Eye Hit,Right,622.1674,656.0743,48.66792,RoadCrosswalk
1742844905239,0.01999998,265,Eye Hit,Center,622.6136,656.0743,48.66792,RoadCrosswalk
1742844905291,0.07194686,266,Eye Hit,Left,635.0533,668.243,48.90895,RoadCrosswalk
1742844905291,0.07194686,266,Eye Hit,Right,634.1652,668.243,48.90895,RoadCrosswalk
1742844905291,0.07194686,266,Eye Hit,Center,634.6092,668.243,48.90895,RoadCrosswalk
1742844905343,0.1027176,267,Eye Hit,Left,655.9448,688.3788,49.26331,RoadCrosswalk
1742844905343,0.1027176,267,Eye Hit,Right,655.063,688.3788,49.26331,RoadCrosswalk
1742844905343,0.1027176,267,Eye Hit,Center,655.504,688.3788,49.26331,RoadCrosswalk
1742844905392,0.1709566,268,Eye Hit,Left,678.1077,728.4556,49.69122,RoadCrosswalk
1742844905392,0.1709566,268,Eye Hit,Right,677.2335,728.4556,49.69122,RoadCrosswalk
1742844905392,0.1709566,268,Eye Hit,Center,677.6706,728.4556,49.69122,RoadCrosswalk
1742844905446,0.2016134,269,Eye Hit,Left,651.3953,683.8893,49.18742,RoadCrosswalk
1742844905446,0.2016134,269,Eye Hit,Right,650.5122,683.8893,49.18741,RoadCrosswalk
1742844905446,0.2016134,269,Eye Hit,Center,650.9537,683.8893,49.18742,RoadCrosswalk
1742844905493,0.2396193,270,Eye Hit,Left,633.1538,545.964,46.9449,RoadCrosswalk
1742844905493,0.2396193,270,Eye Hit,Right,632.2285,545.964,46.9449,RoadCrosswalk
1742844905493,0.2396193,270,Eye Hit,Center,632.6912,545.964,46.94491,RoadCrosswalk
1742844905527,0.2850442,271,Eye Hit,Left,656.4966,622.804,48.45389,RoadCrosswalk
1742844905527,0.2850442,271,Eye Hit,Right,655.6002,622.804,48.45389,RoadCrosswalk
1742844905527,0.2850442,271,Eye Hit,Center,656.0484,622.804,48.45389,RoadCrosswalk
1742844905558,0.3198123,272,Eye Hit,Left,679.5743,734.2414,49.73776,RoadCrosswalk
1742844905558,0.3198123,272,Eye Hit,Right,678.7009,734.2414,49.73776,RoadCrosswalk
1742844905558,0.3198123,272,Eye Hit,Center,679.1376,734.2414,49.73776,RoadCrosswalk
1742844905588,0.360069,273,Eye Hit,Left,682.8456,743.4962,49.79833,RoadCrosswalk
1742844905588,0.360069,273,Eye Hit,Right,681.9733,743.4962,49.79833,RoadCrosswalk
1742844905588,0.360069,273,Eye Hit,Center,682.4095,743.4962,49.79833,RoadCrosswalk
