unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name
1742933093254,0,,Activation,,,,,
1742933093255,0,278,,Left,0,0,0,
1742933093255,0,278,,Right,0,0,0,
1742933093255,0,278,,Center,0,0,0,
1742933093524,0.01999998,280,,Left,741.938,846.4832,49.81628,
1742933093524,0.01999998,280,,Right,741.0496,846.4832,49.81629,
1742933093524,0.01999998,280,,Center,741.4938,846.4832,49.81628,
1742933093576,0.07935309,281,Eye Hit,Left,744.9928,829.7291,49.88529,MicroBus1-Detailed
1742933093576,0.07935309,281,Eye Hit,Right,744.1057,829.7291,49.88528,MicroBus1-Detailed
1742933093576,0.07935309,281,Eye Hit,Center,744.5492,829.7291,49.88529,MicroBus1-Detailed
1742933093632,0.1211503,282,Eye Hit,Left,745.6508,820.9084,49.91193,Truck1-Detailed
1742933093632,0.1211503,282,Eye Hit,Right,744.764,820.9084,49.91193,Truck1-Detailed
1742933093632,0.1211503,282,Eye Hit,Center,745.2073,820.9084,49.91193,Truck1-Detailed
1742933093678,0.199528,283,Eye Hit,Left,754.0646,856.7191,49.72512,Truck1-Detailed
1742933093678,0.199528,283,Eye Hit,Right,753.1746,856.7191,49.72511,Truck1-Detailed
1742933093679,0.199528,283,Eye Hit,Center,753.6196,856.7191,49.72511,Truck1-Detailed
1742933093741,0.2269557,284,,Left,758.3182,782.9264,49.9089,
1742933093741,0.2269557,284,,Right,757.4315,782.9264,49.9089,
1742933093741,0.2269557,284,,Center,757.8749,782.9264,49.9089,
1742933093785,0.2884052,285,Eye Hit,Left,757.0535,759.0342,49.86583,NorthSidewalk
1742933093785,0.2884052,285,Eye Hit,Right,756.166,759.0342,49.86583,NorthSidewalk
1742933093785,0.2884052,285,Eye Hit,Center,756.6097,759.0342,49.86583,NorthSidewalk
1742933093813,0.3317764,286,Eye Hit,Left,750.6815,742.7363,49.82153,NorthSidewalk
1742933093813,0.3317764,286,Eye Hit,Right,749.7931,742.7363,49.82152,NorthSidewalk
1742933093813,0.3317764,286,Eye Hit,Center,750.2373,742.7363,49.82152,NorthSidewalk
1742933093842,0.3601425,287,Eye Hit,Left,748.7593,746.3958,49.84491,NorthSidewalk
1742933093842,0.3601425,287,Eye Hit,Right,747.8714,746.3958,49.84491,NorthSidewalk
1742933093842,0.3601425,287,Eye Hit,Center,748.3153,746.3958,49.84491,NorthSidewalk
1742933093874,0.4002268,288,Eye Hit,Left,748.1797,755.7504,49.88455,NorthSidewalk
1742933093874,0.4002268,288,Eye Hit,Right,747.2925,755.7504,49.88455,NorthSidewalk
1742933093874,0.4002268,288,Eye Hit,Center,747.7361,755.7504,49.88455,NorthSidewalk
1742933093901,0.4200232,289,Eye Hit,Left,748.8212,760.5488,49.9001,NorthSidewalk
1742933093902,0.4200232,289,Eye Hit,Right,747.9342,760.5488,49.9001,NorthSidewalk
1742933093902,0.4200232,289,Eye Hit,Center,748.3777,760.5488,49.9001,NorthSidewalk
1742933093931,0.4480813,290,Eye Hit,Left,749.4159,761.0564,49.90069,NorthSidewalk
1742933093931,0.4480813,290,Eye Hit,Right,748.529,761.0564,49.90068,NorthSidewalk
1742933093931,0.4480813,290,Eye Hit,Center,748.9724,761.0564,49.90068,NorthSidewalk
1742933093959,0.477423,291,Eye Hit,Left,747.7933,756.7864,49.89167,NorthSidewalk
1742933093959,0.477423,291,Eye Hit,Right,746.9062,756.7864,49.89167,NorthSidewalk
1742933093959,0.477423,291,Eye Hit,Center,747.3498,756.7864,49.89167,NorthSidewalk
1742933093987,0.5041564,292,Eye Hit,Left,746.5713,749.564,49.86726,NorthSidewalk
1742933093987,0.5041564,292,Eye Hit,Right,745.6837,749.564,49.86726,NorthSidewalk
1742933093987,0.5041564,292,Eye Hit,Center,746.1276,749.564,49.86726,NorthSidewalk
1742933094022,0.5327332,293,Eye Hit,Left,726.5139,694.7932,49.53034,RoadCrosswalk
1742933094022,0.5327332,293,Eye Hit,Right,725.6203,694.7932,49.53034,RoadCrosswalk
1742933094022,0.5327332,293,Eye Hit,Center,726.067,694.7932,49.53034,RoadCrosswalk
1742933094063,0.5671804,294,Eye Hit,Left,724.9966,693.9787,49.52354,RoadCrosswalk
1742933094063,0.5671804,294,Eye Hit,Right,724.103,693.9787,49.52354,RoadCrosswalk
1742933094063,0.5671804,294,Eye Hit,Center,724.5498,693.9787,49.52354,RoadCrosswalk
1742933094094,0.6100948,295,Eye Hit,Left,728.0312,699.9437,49.57508,RoadCrosswalk
1742933094094,0.6100948,295,Eye Hit,Right,727.1384,699.9437,49.57507,RoadCrosswalk
1742933094094,0.6100948,295,Eye Hit,Center,727.5848,699.9437,49.57508,RoadCrosswalk
1742933094135,0.6406872,296,Eye Hit,Left,730.556,703.0475,49.59949,RoadCrosswalk
1742933094135,0.6406872,296,Eye Hit,Right,729.6637,703.0475,49.59949,RoadCrosswalk
1742933094135,0.6406872,296,Eye Hit,Center,730.1098,703.0475,49.59949,RoadCrosswalk
1742933094166,0.6816661,297,Eye Hit,Left,735.2484,704.1559,49.60261,RoadCrosswalk
1742933094166,0.6816661,297,Eye Hit,Right,734.3561,704.1559,49.60261,RoadCrosswalk
1742933094166,0.6816661,297,Eye Hit,Center,734.8022,704.1559,49.60261,RoadCrosswalk
1742933094207,0.7120068,298,Eye Hit,Left,736.4617,705.6338,49.61281,RoadCrosswalk
1742933094208,0.7120068,298,Eye Hit,Right,735.5695,705.6338,49.61281,RoadCrosswalk
1742933094208,0.7120068,298,Eye Hit,Center,736.0156,705.6338,49.61281,RoadCrosswalk
1742933094239,0.7533109,299,Eye Hit,Left,734.0363,709.1251,49.64322,RoadCrosswalk
1742933094239,0.7533109,299,Eye Hit,Right,733.1447,709.1251,49.64321,RoadCrosswalk
1742933094239,0.7533109,299,Eye Hit,Center,733.5905,709.1251,49.64322,RoadCrosswalk
1742933094280,0.7840273,300,Eye Hit,Left,732.9438,711.3727,49.6634,RoadCrosswalk
1742933094280,0.7840273,300,Eye Hit,Right,732.0527,711.3727,49.6634,RoadCrosswalk
1742933094280,0.7840273,300,Eye Hit,Center,732.4982,711.3727,49.6634,RoadCrosswalk
1742933094309,0.8254473,301,Eye Hit,Left,739.7764,735.3025,49.81039,NorthSidewalk
1742933094309,0.8254473,301,Eye Hit,Right,738.8879,735.3025,49.81039,NorthSidewalk
1742933094309,0.8254473,301,Eye Hit,Center,739.3322,735.3025,49.81039,NorthSidewalk
1742933094350,0.854728,302,Eye Hit,Left,741.6524,733.9117,49.79953,NorthSidewalk
1742933094350,0.854728,302,Eye Hit,Right,740.7637,733.9117,49.79953,NorthSidewalk
1742933094350,0.854728,302,Eye Hit,Center,741.2081,733.9117,49.79953,NorthSidewalk
1742933094379,0.8955009,303,Eye Hit,Left,740.897,738.7318,49.82701,NorthSidewalk
1742933094379,0.8955009,303,Eye Hit,Right,740.0089,738.7318,49.82701,NorthSidewalk
1742933094379,0.8955009,303,Eye Hit,Center,740.4529,738.7318,49.82701,NorthSidewalk
1742933094420,0.9246037,304,Eye Hit,Left,737.3481,734.8647,49.81335,NorthSidewalk
1742933094420,0.9246037,304,Eye Hit,Right,736.4597,734.8647,49.81336,NorthSidewalk
1742933094420,0.9246037,304,Eye Hit,Center,736.9039,734.8647,49.81335,NorthSidewalk
1742933094448,0.9658,305,Eye Hit,Left,738.4012,732.2156,49.79665,NorthSidewalk
1742933094448,0.9658,305,Eye Hit,Right,737.5125,732.2156,49.79664,NorthSidewalk
1742933094448,0.9658,305,Eye Hit,Center,737.9569,732.2156,49.79665,NorthSidewalk
1742933094490,0.9939997,306,Eye Hit,Left,739.2068,730.6956,49.7869,NorthSidewalk
1742933094490,0.9939997,306,Eye Hit,Right,738.3178,730.6956,49.7869,NorthSidewalk
1742933094490,0.9939997,306,Eye Hit,Center,738.7623,730.6956,49.78689,NorthSidewalk
1742933094519,1.035997,307,Eye Hit,Left,717.5961,751.2241,49.90488,NorthSidewalk
1742933094519,1.035997,307,Eye Hit,Right,716.7092,751.2241,49.90488,NorthSidewalk
1742933094519,1.035997,307,Eye Hit,Center,717.1526,751.2241,49.90488,NorthSidewalk
1742933094546,1.06515,308,,Left,698.5854,855.8847,49.76402,
1742933094546,1.06515,308,,Right,697.696,855.8847,49.76402,
1742933094546,1.06515,308,,Center,698.1407,855.8847,49.76402,
1742933094574,1.091113,309,,Left,697.8554,914.3174,49.24472,
1742933094574,1.091113,309,,Right,696.9567,914.3174,49.24472,
1742933094574,1.091113,309,,Center,697.4061,914.3174,49.24472,
1742933094614,1.118932,310,,Left,700.076,900.288,49.40195,
1742933094614,1.118932,310,,Right,699.1801,900.288,49.40194,
1742933094614,1.118932,310,,Center,699.6281,900.288,49.40194,
1742933094655,1.161081,311,,Left,702.7463,890.3391,49.50262,
1742933094655,1.161081,311,,Right,701.8522,890.3391,49.50262,
1742933094655,1.161081,311,,Center,702.2993,890.3391,49.50262,
1742933094697,1.201638,312,,Left,714.2271,880.0258,49.60737,
1742933094697,1.201638,312,,Right,713.3348,880.0258,49.60737,
1742933094697,1.201638,312,,Center,713.7809,880.0258,49.60738,
1742933094739,1.244811,313,,Left,725.0675,870.6315,49.68332,
1742933094739,1.244811,313,,Right,724.1768,870.6313,49.68332,
1742933094739,1.244811,313,,Center,724.6221,870.6313,49.68332,
1742933094780,1.285314,314,,Left,731.9586,870.0215,49.68215,
1742933094781,1.285314,314,,Right,731.0678,870.0215,49.68215,
1742933094781,1.285314,314,,Center,731.5132,870.0215,49.68215,
1742933094809,1.327163,315,,Left,669.2578,895.5193,49.3424,
1742933094809,1.327163,315,,Right,668.3609,895.5193,49.3424,
1742933094809,1.327163,315,,Center,668.8094,895.5193,49.3424,
1742933094850,1.355454,316,Eye Hit,Left,671.8997,894.5884,49.36333,NorthWalkingPole
1742933094850,1.355454,316,Eye Hit,Right,671.0031,894.5884,49.36333,NorthWalkingPole
1742933094850,1.355454,316,Eye Hit,Center,671.4514,894.5884,49.36334,NorthWalkingPole
1742933094891,1.406038,317,Eye Hit,Left,682.3193,879.3735,49.54272,NorthWalkingPole
1742933094892,1.406038,317,Eye Hit,Right,681.4259,879.3735,49.54272,NorthWalkingPole
1742933094892,1.406038,317,Eye Hit,Center,681.8726,879.3735,49.54272,NorthWalkingPole
1742933094931,1.438278,318,Eye Hit,Left,686.4881,875.9699,49.58454,NorthWalkingPole
1742933094931,1.438278,318,Eye Hit,Right,685.5955,875.9699,49.58454,NorthWalkingPole
1742933094931,1.438278,318,Eye Hit,Center,686.0418,875.9699,49.58454,NorthWalkingPole
1742933094960,1.477889,319,Eye Hit,Left,688.3713,871.826,49.62258,NorthWalkingPole
1742933094960,1.477889,319,Eye Hit,Right,687.4794,871.826,49.62258,NorthWalkingPole
1742933094960,1.477889,319,Eye Hit,Center,687.9254,871.826,49.62258,NorthWalkingPole
1742933095001,1.506216,320,Eye Hit,Left,698.5654,870.6969,49.65697,NorthWalkingPole
1742933095001,1.506216,320,Eye Hit,Right,697.6741,870.6969,49.65697,NorthWalkingPole
1742933095001,1.506216,320,Eye Hit,Center,698.1198,870.6969,49.65697,NorthWalkingPole
1742933095030,1.547591,321,Eye Hit,Left,699.6511,872.8755,49.64202,NorthWalkingPole
1742933095030,1.547591,321,Eye Hit,Right,698.7595,872.8755,49.64202,NorthWalkingPole
1742933095030,1.547591,321,Eye Hit,Center,699.2053,872.8755,49.64202,NorthWalkingPole
1742933095072,1.576494,322,,Left,704.5439,873.7603,49.64298,
1742933095072,1.576494,322,,Right,703.6524,873.7603,49.64298,
1742933095072,1.576494,322,,Center,704.0982,873.7603,49.64298,
1742933095101,1.617324,323,,Left,709.5898,868.7133,49.68757,
1742933095101,1.617324,323,,Right,708.6992,868.7133,49.68757,
1742933095101,1.617324,323,,Center,709.1445,868.7133,49.68757,
1742933095141,1.647314,324,Eye Hit,Left,711.7472,870.1305,49.67846,NorthWalkingPole
