unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name
1743094952874,0,,Activation,,,,,
1743094952874,0,256,,Left,0,0,0,
1743094952874,0,256,,Right,0,0,0,
1743094952874,0,256,,Center,0,0,0,
1743094953207,0.01999998,258,Eye Hit,Left,694.3147,780.7313,49.94289,MicroBus1-Detailed
1743094953207,0.01999998,258,Eye Hit,Right,693.4167,780.7313,49.94289,MicroBus1-Detailed
1743094953207,0.01999998,258,Eye Hit,Center,693.8657,780.7313,49.94289,MicroBus1-Detailed
1743094953259,0.07868934,259,Eye Hit,Left,694.8979,776.7668,49.93911,MicroBus5-Detailed
1743094953259,0.07868934,259,Eye Hit,Right,693.9998,776.7668,49.93911,MicroBus5-Detailed
1743094953259,0.07868934,259,Eye Hit,Center,694.4488,776.7668,49.93911,MicroBus5-Detailed
1743094953314,0.1211741,260,Eye Hit,Left,693.7274,776.3398,49.93538,MicroBus5-Detailed
1743094953314,0.1211741,260,Eye Hit,Right,692.8292,776.3398,49.93538,MicroBus5-Detailed
1743094953314,0.1211741,260,Eye Hit,Center,693.2783,776.3398,49.93538,MicroBus5-Detailed
1743094953363,0.1923621,261,Eye Hit,Left,692.4097,774.7941,49.92909,MicroBus5-Detailed
1743094953363,0.1923621,261,Eye Hit,Right,691.5114,774.7941,49.92909,MicroBus5-Detailed
1743094953363,0.1923621,261,Eye Hit,Center,691.9606,774.7941,49.92908,MicroBus5-Detailed
1743094953423,0.2250896,262,Eye Hit,Left,693.3116,776.0672,49.93343,MicroBus5-Detailed
1743094953423,0.2250896,262,Eye Hit,Right,692.4134,776.0672,49.93343,MicroBus5-Detailed
1743094953423,0.2250896,262,Eye Hit,Center,692.8625,776.0672,49.93343,MicroBus5-Detailed
1743094953461,0.2864966,263,Eye Hit,Left,693.525,776.1398,49.93395,MicroBus5-Detailed
1743094953461,0.2864966,263,Eye Hit,Right,692.6268,776.1398,49.93395,MicroBus5-Detailed
1743094953461,0.2864966,263,Eye Hit,Center,693.0759,776.1398,49.93395,MicroBus5-Detailed
1743094953493,0.3233707,264,Eye Hit,Left,692.2213,775.2042,49.9289,MicroBus5-Detailed
1743094953493,0.3233707,264,Eye Hit,Right,691.3231,775.2042,49.9289,MicroBus5-Detailed
1743094953493,0.3233707,264,Eye Hit,Center,691.7722,775.2042,49.92889,MicroBus5-Detailed
1743094953526,0.361047,265,Eye Hit,Left,690.8664,769.4606,49.91415,MicroBus5-Detailed
1743094953526,0.361047,265,Eye Hit,Right,689.9679,769.4606,49.91415,MicroBus5-Detailed
1743094953526,0.361047,265,Eye Hit,Center,690.4172,769.4606,49.91415,MicroBus5-Detailed
1743094953556,0.3896852,266,Eye Hit,Left,690.4827,769.1162,49.91225,MicroBus5-Detailed
1743094953556,0.3896852,266,Eye Hit,Right,689.5841,769.1162,49.91225,MicroBus5-Detailed
1743094953556,0.3896852,266,Eye Hit,Center,690.0334,769.1162,49.91225,MicroBus5-Detailed
1743094953585,0.418937,267,,Left,682.7278,733.4595,49.74617,
1743094953585,0.418937,267,,Right,681.8263,733.4595,49.74617,
1743094953585,0.418937,267,,Center,682.2771,733.4595,49.74617,
1743094953615,0.4482682,268,Eye Hit,Left,681.6965,675.1285,49.25651,NorthSidewalk
1743094953615,0.4482682,268,Eye Hit,Right,680.7861,675.1285,49.25651,NorthSidewalk
1743094953615,0.4482682,268,Eye Hit,Center,681.2413,675.1285,49.25651,NorthSidewalk
1743094953645,0.4780805,269,Eye Hit,Left,681.943,675.7122,49.26378,NorthSidewalk
1743094953645,0.4780805,269,Eye Hit,Right,681.0327,675.7122,49.26378,NorthSidewalk
1743094953645,0.4780805,269,Eye Hit,Center,681.4879,675.7122,49.26377,NorthSidewalk
1743094953676,0.5090506,270,Eye Hit,Left,682.9397,675.2383,49.26215,NorthSidewalk
1743094953676,0.5090506,270,Eye Hit,Right,682.0293,675.2383,49.26215,NorthSidewalk
1743094953676,0.5090506,270,Eye Hit,Center,682.4845,675.2383,49.26215,NorthSidewalk
1743094953708,0.5400326,271,Eye Hit,Left,684.1385,677.6708,49.29253,NorthSidewalk
1743094953708,0.5400326,271,Eye Hit,Right,683.2286,677.6708,49.29253,NorthSidewalk
1743094953708,0.5400326,271,Eye Hit,Center,683.6835,677.6708,49.29253,NorthSidewalk
1743094953740,0.5707448,272,Eye Hit,Left,682.6658,675.6291,49.26535,NorthSidewalk
1743094953740,0.5707448,272,Eye Hit,Right,681.7555,675.6291,49.26535,NorthSidewalk
1743094953740,0.5707448,272,Eye Hit,Center,682.2106,675.6291,49.26535,NorthSidewalk
1743094953770,0.6025522,273,Eye Hit,Left,682.1312,676.0447,49.26797,NorthSidewalk
1743094953770,0.6025522,273,Eye Hit,Right,681.2208,676.0447,49.26797,NorthSidewalk
1743094953770,0.6025522,273,Eye Hit,Center,681.676,676.0447,49.26797,NorthSidewalk
1743094953801,0.6320975,274,Eye Hit,Left,681.4974,672.9171,49.23132,NorthSidewalk
1743094953801,0.6320975,274,Eye Hit,Right,680.5865,672.9171,49.23131,NorthSidewalk
1743094953801,0.6320975,274,Eye Hit,Center,681.0419,672.9171,49.23132,NorthSidewalk
1743094953833,0.6631286,275,Eye Hit,Left,683.7374,665.5031,49.15433,NorthSidewalk
1743094953833,0.6631286,275,Eye Hit,Right,682.825,665.5031,49.15432,NorthSidewalk
1743094953833,0.6631286,275,Eye Hit,Center,683.2811,665.5031,49.15432,NorthSidewalk
1743094953864,0.6954849,276,Eye Hit,Left,689.883,591.2572,48.08008,RoadCrosswalk
1743094953864,0.6954849,276,Eye Hit,Right,688.9502,591.2572,48.08008,RoadCrosswalk
1743094953865,0.6954849,276,Eye Hit,Center,689.4166,591.2572,48.08008,RoadCrosswalk
1743094953894,0.7273185,277,Eye Hit,Left,690.645,590.8251,48.07458,RoadCrosswalk
1743094953894,0.7273185,277,Eye Hit,Right,689.7122,590.8251,48.07458,RoadCrosswalk
1743094953894,0.7273185,277,Eye Hit,Center,690.1786,590.8251,48.07458,RoadCrosswalk
1743094953925,0.7570307,278,Eye Hit,Left,690.4601,590.467,48.06794,RoadCrosswalk
1743094953925,0.7570307,278,Eye Hit,Right,689.5271,590.467,48.06794,RoadCrosswalk
1743094953925,0.7570307,278,Eye Hit,Center,689.9936,590.467,48.06794,RoadCrosswalk
1743094953956,0.7879183,279,Eye Hit,Left,690.5376,590.9592,48.07674,RoadCrosswalk
1743094953956,0.7879183,279,Eye Hit,Right,689.6047,590.9592,48.07674,RoadCrosswalk
1743094953956,0.7879183,279,Eye Hit,Center,690.0712,590.9592,48.07674,RoadCrosswalk
1743094953989,0.8191798,280,Eye Hit,Left,691.8763,591.2787,48.08564,RoadCrosswalk
1743094953989,0.8191798,280,Eye Hit,Right,690.9436,591.2787,48.08564,RoadCrosswalk
1743094953989,0.8191798,280,Eye Hit,Center,691.41,591.2787,48.08564,RoadCrosswalk
1743094954020,0.851351,281,Eye Hit,Left,692.8723,591.5887,48.09344,RoadCrosswalk
1743094954020,0.851351,281,Eye Hit,Right,691.9397,591.5887,48.09344,RoadCrosswalk
1743094954020,0.851351,281,Eye Hit,Center,692.406,591.5887,48.09344,RoadCrosswalk
1743094954049,0.8826849,282,Eye Hit,Left,693.0943,591.982,48.10096,RoadCrosswalk
1743094954049,0.8826849,282,Eye Hit,Right,692.1619,591.982,48.10096,RoadCrosswalk
1743094954049,0.8826849,282,Eye Hit,Center,692.6281,591.982,48.10096,RoadCrosswalk
1743094954080,0.9126642,283,Eye Hit,Left,694.5733,593.1714,48.12522,RoadCrosswalk
1743094954080,0.9126642,283,Eye Hit,Right,693.6414,593.1714,48.12522,RoadCrosswalk
1743094954080,0.9126642,283,Eye Hit,Center,694.1073,593.1714,48.12522,RoadCrosswalk
1743094954115,0.9430273,284,Eye Hit,Left,695.3981,593.0031,48.12411,RoadCrosswalk
1743094954115,0.9430273,284,Eye Hit,Right,694.4661,593.0031,48.12411,RoadCrosswalk
1743094954115,0.9430273,284,Eye Hit,Center,694.9321,593.0031,48.12411,RoadCrosswalk
1743094954146,0.9778316,285,Eye Hit,Left,696.4891,593.515,48.13528,RoadCrosswalk
1743094954146,0.9778316,285,Eye Hit,Right,695.5574,593.515,48.13528,RoadCrosswalk
1743094954146,0.9778316,285,Eye Hit,Center,696.0233,593.515,48.13528,RoadCrosswalk
1743094954175,1.009888,286,Eye Hit,Left,696.2308,594.7723,48.15646,RoadCrosswalk
1743094954176,1.009888,286,Eye Hit,Right,695.2995,594.7723,48.15646,RoadCrosswalk
1743094954176,1.009888,286,Eye Hit,Center,695.7651,594.7723,48.15646,RoadCrosswalk
1743094954206,1.038489,287,Eye Hit,Left,695.1025,594.7836,48.15422,RoadCrosswalk
1743094954206,1.038489,287,Eye Hit,Right,694.1711,594.7836,48.15422,RoadCrosswalk
1743094954206,1.038489,287,Eye Hit,Center,694.6368,594.7836,48.15422,RoadCrosswalk
1743094954235,1.068093,288,Eye Hit,Left,694.5269,595.4725,48.16478,RoadCrosswalk
1743094954235,1.068093,288,Eye Hit,Right,693.5956,595.4724,48.16478,RoadCrosswalk
1743094954235,1.068093,288,Eye Hit,Center,694.0612,595.4724,48.16478,RoadCrosswalk
1743094954265,1.097388,289,Eye Hit,Left,694.5955,596.3099,48.17929,RoadCrosswalk
1743094954265,1.097388,289,Eye Hit,Right,693.6646,596.3099,48.17929,RoadCrosswalk
1743094954265,1.097388,289,Eye Hit,Center,694.13,596.3099,48.17929,RoadCrosswalk
1743094954298,1.127333,290,Eye Hit,Left,695.4043,597.7771,48.20598,RoadCrosswalk
1743094954298,1.127333,290,Eye Hit,Right,694.4739,597.7771,48.20598,RoadCrosswalk
1743094954298,1.127333,290,Eye Hit,Center,694.9391,597.7771,48.20598,RoadCrosswalk
1743094954328,1.160386,291,Eye Hit,Left,697.6866,597.2885,48.20247,RoadCrosswalk
1743094954328,1.160386,291,Eye Hit,Right,696.7562,597.2885,48.20247,RoadCrosswalk
1743094954328,1.160386,291,Eye Hit,Center,697.2214,597.2885,48.20247,RoadCrosswalk
1743094954358,1.191044,292,Eye Hit,Left,697.8579,599.0318,48.23255,RoadCrosswalk
1743094954358,1.191044,292,Eye Hit,Right,696.928,599.0318,48.23256,RoadCrosswalk
1743094954358,1.191044,292,Eye Hit,Center,697.393,599.0318,48.23256,RoadCrosswalk
1743094954391,1.22084,293,Eye Hit,Left,697.7914,600.0214,48.24906,RoadCrosswalk
1743094954391,1.22084,293,Eye Hit,Right,696.8619,600.0214,48.24905,RoadCrosswalk
1743094954391,1.22084,293,Eye Hit,Center,697.3266,600.0214,48.24906,RoadCrosswalk
1743094954433,1.25342,294,Eye Hit,Left,697.1454,599.0965,48.23205,RoadCrosswalk
1743094954433,1.25342,294,Eye Hit,Right,696.2155,599.0965,48.23205,RoadCrosswalk
1743094954433,1.25342,294,Eye Hit,Center,696.6805,599.0965,48.23206,RoadCrosswalk
