unix_ms,rel_timestamp,frame,obj_name,guid,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z
1743094952921,3.536544,256,HighMale2,29686,24.07,0.02500001,-3.4,0.08439967,0,0.996432
1743094952921,3.536544,256,CenterEyeAnchor,27386,0.01773999,1.747792,0.03553341,0.04271509,0.02620977,0.9987435
1743094952921,3.536544,256,LowFemale2,33854,17.21,0.02500001,11.37,0,0,1
1743094952921,3.536544,256,HighFemale2,33816,-16.42,0.02500001,-2.43,0,0,1
1743094952921,3.536544,256,LowMale2,28708,-26.46,0.02500001,13.55,0,0,1
1743094953156,3.536544,257,HighMale2,29686,24.07152,0.02500001,-3.399638,0.1665141,0,0.9860391
1743094953156,3.536544,257,CenterEyeAnchor,27386,0.01545551,1.748137,0.03312928,0.03756862,0.03221496,0.9987746
1743094953157,3.536544,257,LowFemale2,33854,17.21,0.02500001,11.37,0,0,1
1743094953157,3.536544,257,HighFemale2,33816,-16.42,0.02500001,-2.43,0,0,1
1743094953157,3.536544,257,LowMale2,28708,-26.46,0.02500001,13.55,-0.09355897,0,0.9956138
1743094953157,3.536544,257,SportCar2-Detailed,27772,70,0,6.25,-1,0,-1.192093E-07
1743094953208,3.556544,258,HighMale2,29686,24.07705,0.02500001,-3.396175,0.2794348,0,0.9601647
1743094953208,3.556544,258,CenterEyeAnchor,27386,0.01555915,1.747998,0.03272668,0.03685495,0.03307379,0.9987732
1743094953208,3.556544,258,LowFemale2,33854,17.21,0.02500001,11.37,0.1338508,0,0.9910015
1743094953208,3.556544,258,HighFemale2,33816,-16.42,0.02500001,-2.43,-0.1198606,0,0.9927907
1743094953208,3.556544,258,LowMale2,28708,-26.45637,0.02500001,13.54995,-0.2246111,0,0.9744485
1743094953208,3.556544,258,SportCar2-Detailed,27772,70,0,6.25,-1,0,-1.192093E-07
1743094953260,3.615233,259,HighMale2,29686,24.11321,0.02500001,-3.384074,0.5554449,0,0.8315533
1743094953260,3.615233,259,CenterEyeAnchor,27386,0.01578405,1.74801,0.0325554,0.03712629,0.03378447,0.9987393
1743094953260,3.615233,259,LowFemale2,33854,17.20006,0.02500001,11.37823,0.4966141,0,0.8679714
1743094953260,3.615233,259,HighFemale2,33816,-16.40168,0.02500001,-2.411016,-0.4415582,0,0.8972327
1743094953260,3.615233,259,LowMale2,28708,-26.45124,0.02500001,13.54994,-0.560151,0,0.8283905
1743094953260,3.615233,259,SportCar2-Detailed,27772,69.97334,0,6.25,-1,0,-1.192093E-07
1743094953317,3.657718,260,HighMale2,29686,24.16535,0.02500001,-3.397534,0.6859059,0,0.7276902
1743094953317,3.657718,260,CenterEyeAnchor,27386,0.01605496,1.747982,0.0324848,0.03853941,0.03446025,0.9986627
1743094953317,3.657718,260,LowFemale2,33854,17.23321,0.02500001,11.37665,0.6766487,0,0.736306
1743094953317,3.657718,260,HighFemale2,33816,-16.41833,0.02500001,-2.390802,-0.6020066,0,0.7984911
1743094953317,3.657718,260,LowMale2,28708,-26.48227,0.02500001,13.54498,-0.7207808,0,0.693163
1743094953317,3.657718,260,SportCar2-Detailed,27772,69.936,0,6.25,-1,0,-1.192093E-07
1743094953364,3.728906,261,HighMale2,29686,24.22188,0.02500001,-3.393559,0.8254126,0,0.56453
1743094953364,3.728906,261,CenterEyeAnchor,27386,0.0160996,1.747879,0.03255277,0.03910312,0.03380867,0.9986631
1743094953364,3.728906,261,LowFemale2,33854,17.30332,0.02500001,11.35439,0.8630214,0,0.5051674
1743094953364,3.728906,261,HighFemale2,33816,-16.47417,0.02500001,-2.386401,-0.7782022,0,0.6280138
1743094953364,3.728906,261,LowMale2,28708,-26.53882,0.02500001,13.54004,-0.8833607,0,0.4686939
1743094953365,3.728906,261,SportCar2-Detailed,27772,69.83823,0,6.25,-1,0,-1.192093E-07
1743094953425,3.761634,262,HighMale2,29686,24.26181,0.02500001,-3.388206,0.8608139,0,0.50892
1743094953425,3.761634,262,CenterEyeAnchor,27386,0.01597325,1.747849,0.03263834,0.0383994,0.03299925,0.9987174
1743094953425,3.761634,262,LowFemale2,33854,17.34459,0.02500001,11.34125,0.9067584,0,0.4216508
1743094953425,3.761634,262,HighFemale2,33816,-16.50824,0.02500001,-2.376254,-0.8237562,0,0.5669443
1743094953425,3.761634,262,LowMale2,28708,-26.57157,0.02500001,13.54291,-0.9208562,0,0.3899025
1743094953425,3.761634,262,SportCar2-Detailed,27772,69.75824,0,6.25,-1,0,-1.192093E-07
1743094953462,3.823041,263,HighMale2,29686,24.33263,0.02500001,-3.370245,0.906758,0,0.4216514
1743094953462,3.823041,263,CenterEyeAnchor,27386,0.0159167,1.747681,0.03276818,0.03845397,0.03291981,0.998718
1743094953463,3.823041,263,LowFemale2,33854,17.4066,0.02500001,11.33615,0.957383,0,0.2888215
1743094953463,3.823041,263,HighFemale2,33816,-16.5628,0.02500001,-2.358224,-0.88311,0,0.469166
1743094953463,3.823041,263,LowMale2,28708,-26.62027,0.02500001,13.54782,-0.9640092,0,0.2658691
1743094953463,3.823041,263,SportCar2-Detailed,27772,69.62669,0,6.25,-1,0,-1.192093E-07
1743094953494,3.859915,264,HighMale2,29686,24.39089,0.02500001,-3.356794,0.9232581,0,0.3841802
1743094953494,3.859915,264,CenterEyeAnchor,27386,0.01589224,1.747842,0.03286757,0.0383578,0.0334717,0.9987033
1743094953494,3.859915,264,LowFemale2,33854,17.46017,0.02500001,11.33199,0.9728756,0,0.2313292
1743094953494,3.859915,264,HighFemale2,33816,-16.61348,0.02500001,-2.346352,-0.9044365,0,0.4266082
1743094953494,3.859915,264,LowMale2,28708,-26.66965,0.02500001,13.5478,-0.9771435,0,0.212581
